,state,fips,cases,deaths,employed-sugar-intake-daily
5824,Vermont,50,2141,58,16.7 
5825,West Virginia,54,23466,443,46.1 
5826,Wisconsin,55,226712,2008,29.7 
5827,Alaska,2,15803,76,26.2 
5828,Arizona,4,244099,5934,33.0 
5829,California,6,931843,17627,22.9 
5830,Connecticut,9,71207,4616,18.9 
5831,District of Columbia,11,17144,646,18.5 
5832,Indiana,18,178372,4286,35.9 
5833,Iowa,19,125973,1714,34.2 
5834,Kansas,20,86768,1029,32.4 
5835,Kentucky,21,107620,1543,43.4 
5836,Louisiana,22,186649,5919,46.9 
5837,Maryland,24,144800,4137,28.0 
5838,Minnesota,27,145519,2491,23.5 
5839,Mississippi,28,119336,3328,49.7 
5840,Nebraska,31,69699,648,31.1 
5841,New Jersey,34,238316,16339,22.7 
5842,New York,36,510171,33143,23.1 
5843,North Carolina,37,272231,4354,42.1 
5844,Ohio,39,212782,5291,32.0 
5845,Oklahoma,40,121495,1326,46.5 
5846,South Carolina,45,175594,3896,42.0 
5847,Utah,49,112932,601,30.3 
5848,Vermont,50,2155,58,16.7 
5849,West Virginia,54,23990,451,46.1 
5850,Wisconsin,55,232092,2034,29.7 
5851,Alaska,2,16247,77,26.2 
5852,Arizona,4,245962,5979,33.0 
5853,California,6,935262,17661,22.9 
5854,Connecticut,9,71207,4616,18.9 
5855,District of Columbia,11,17266,646,18.5 
5856,Indiana,18,181837,4332,35.9 
5857,Iowa,19,128798,1716,34.2 
5858,Kansas,20,86771,1029,32.4 
5859,Kentucky,21,109244,1551,43.4 
5860,Louisiana,22,186649,5919,46.9 
5861,Maryland,24,145593,4147,28.0 
5862,Minnesota,27,148526,2511,23.5 
5863,Mississippi,28,120160,3334,49.7 
5864,Nebraska,31,70761,654,31.1 
5865,New Jersey,34,239679,16350,22.7 
5866,New York,36,512223,33152,23.1 
5867,North Carolina,37,274805,4400,42.1 
5868,Ohio,39,215697,5301,32.0 
5869,Oklahoma,40,122762,1337,46.5 
5870,South Carolina,45,176612,3935,42.0 
5871,Utah,49,114670,604,30.3 
5872,Vermont,50,2179,58,16.7 
5873,West Virginia,54,24460,457,46.1 
5874,Wisconsin,55,237870,2092,29.7 
5875,Alaska,2,16597,78,26.2 
5876,Arizona,4,247484,5981,33.0 
5877,California,6,938897,17671,22.9 
5878,Connecticut,9,71207,4616,18.9 
5879,District of Columbia,11,17369,646,18.5 
5880,Indiana,18,184589,4364,35.9 
5881,Iowa,19,131097,1733,34.2 
5882,Kansas,20,86809,1029,32.4 
5883,Kentucky,21,110600,1554,43.4 
5884,Louisiana,22,187720,5926,46.9 
5885,Maryland,24,146627,4152,28.0 
5886,Minnesota,27,150726,2529,23.5 
5887,Mississippi,28,120500,3348,49.7 
5888,Nebraska,31,71666,661,31.1 
5889,New Jersey,34,241422,16354,22.7 
5890,New York,36,514482,33174,23.1 
5891,North Carolina,37,276706,4405,42.1 
5892,Ohio,39,219000,5303,32.0 
5893,Oklahoma,40,124111,1345,46.5 
5894,South Carolina,45,178023,3936,42.0 
5895,Utah,49,116510,614,30.3 
5896,Vermont,50,2196,58,16.7 
5897,West Virginia,54,24883,457,46.1 
5898,Wisconsin,55,241423,2110,29.7 
5899,Alaska,2,16948,79,26.2 
5900,Arizona,4,248293,5982,33.0 
5901,California,6,944148,17700,22.9 
5902,Connecticut,9,73858,4627,18.9 
5903,District of Columbia,11,17438,647,18.5 
5904,Indiana,18,187665,4390,35.9 
5905,Iowa,19,132697,1755,34.2 
5906,Kansas,20,90613,1046,32.4 
5907,Kentucky,21,111816,1565,43.4 
5908,Louisiana,22,187995,5934,46.9 
5909,Maryland,24,147477,4155,28.0 
5910,Minnesota,27,153674,2538,23.5 
5911,Mississippi,28,120865,3348,49.7 
5912,Nebraska,31,72905,662,31.1 
5913,New Jersey,34,242790,16357,22.7 
5914,New York,36,516114,33187,23.1 
5915,North Carolina,37,278477,4413,42.1 
5916,Ohio,39,221909,5340,32.0 
5917,Oklahoma,40,125195,1354,46.5 
5918,South Carolina,45,178917,3946,42.0 
5919,Utah,49,117767,614,30.3 
5920,Vermont,50,2219,58,16.7 
5921,West Virginia,54,25235,458,46.1 
5922,Wisconsin,55,244974,2117,29.7 
5923,Alaska,2,17339,79,26.2 
5924,Arizona,4,249841,6022,33.0 
5925,California,6,949390,17751,22.9 
5926,Connecticut,9,74843,4635,18.9 
5927,District of Columbia,11,17524,647,18.5 
5928,Indiana,18,190555,4439,35.9 
5929,Iowa,19,134576,1780,34.2 
5930,Kansas,20,91072,1051,32.4 
5931,Kentucky,21,113457,1578,43.4 
5932,Louisiana,22,189148,5951,46.9 
5933,Maryland,24,148249,4162,28.0 
5934,Minnesota,27,157150,2553,23.5 
5935,Mississippi,28,121509,3384,49.7 
5936,Nebraska,31,74120,665,31.1 
5937,New Jersey,34,244614,16371,22.7 
5938,New York,36,518431,33198,23.1 
5939,North Carolina,37,280657,4481,42.1 
5940,Ohio,39,226138,5373,32.0 
5941,Oklahoma,40,126526,1375,46.5 
5942,South Carolina,45,179952,3968,42.0 
5943,Utah,49,119375,620,30.3 
5944,Vermont,50,2237,58,16.7 
5945,West Virginia,54,25593,469,46.1 
5946,Wisconsin,55,251227,2179,29.7 
5947,Alaska,2,17750,79,26.2 
5948,Arizona,4,250853,6059,33.0 
5949,California,6,954629,17818,22.9 
5950,Connecticut,9,75373,4645,18.9 
5951,District of Columbia,11,17601,647,18.5 
5952,Indiana,18,194261,4464,35.9 
5953,Iowa,19,137315,1801,34.2 
5954,Kansas,20,93967,1087,32.4 
5955,Kentucky,21,115426,1593,43.4 
5956,Louisiana,22,190164,5975,46.9 
5957,Maryland,24,149232,4172,28.0 
5958,Minnesota,27,160977,2584,23.5 
5959,Mississippi,28,122275,3397,49.7 
5960,Nebraska,31,76145,676,31.1 
5961,New Jersey,34,247057,16391,22.7 
5962,New York,36,520557,33222,23.1 
5963,North Carolina,37,283280,4535,42.1 
5964,Ohio,39,230209,5428,32.0 
5965,Oklahoma,40,127772,1392,46.5 
5966,South Carolina,45,180870,3985,42.0 
5967,Utah,49,121563,625,30.3 
5968,Vermont,50,2267,58,16.7 
5969,West Virginia,54,25987,472,46.1 
5970,Wisconsin,55,257365,2237,29.7 
5971,Alaska,2,18064,79,26.2 
5972,Arizona,4,252843,6087,33.0 
5973,California,6,960905,17866,22.9 
5974,Connecticut,9,77060,4656,18.9 
5975,District of Columbia,11,17682,650,18.5 
5976,Indiana,18,198684,4511,35.9 
5977,Iowa,19,142795,1814,34.2 
5978,Kansas,20,94427,1087,32.4 
5979,Kentucky,21,117654,1611,43.4 
5980,Louisiana,22,190845,5995,46.9 
5981,Maryland,24,150424,4182,28.0 
5982,Minnesota,27,164919,2609,23.5 
5983,Mississippi,28,123887,3405,49.7 
5984,Nebraska,31,78061,681,31.1 
5985,New Jersey,34,249019,16403,22.7 
5986,New York,36,523559,33247,23.1 
5987,North Carolina,37,286210,4572,42.1 
5988,Ohio,39,235170,5461,32.0 
5989,Oklahoma,40,129873,1413,46.5 
5990,South Carolina,45,181639,3992,42.0 
5991,Utah,49,124366,632,30.3 
5992,Vermont,50,2303,58,16.7 
5993,West Virginia,54,26547,480,46.1 
5994,Wisconsin,55,263640,2273,29.7 
5995,Alaska,2,18589,79,26.2 
5996,Arizona,4,254961,6111,33.0 
5997,California,6,967618,17939,22.9 
5998,Connecticut,9,78125,4671,18.9 
5999,District of Columbia,11,17792,652,18.5 
6000,Indiana,18,203332,4547,35.9 
6001,Iowa,19,146267,1828,34.2 
6002,Kansas,20,99605,1172,32.4 
6003,Kentucky,21,119952,1621,43.4 
6004,Louisiana,22,191715,6016,46.9 
6005,Maryland,24,151964,4194,28.0 
6006,Minnesota,27,170361,2645,23.5 
6007,Mississippi,28,124854,3419,49.7 
6008,Nebraska,31,80693,710,31.1 
6009,New Jersey,34,251180,16416,22.7 
6010,New York,36,526767,33267,23.1 
6011,North Carolina,37,289124,4608,42.1 
6012,Ohio,39,240178,5494,32.0 
6013,Oklahoma,40,131751,1429,46.5 
6014,South Carolina,45,182872,4005,42.0 
6015,Utah,49,127294,649,30.3 
6016,Vermont,50,2326,58,16.7 
6017,West Virginia,54,27087,487,46.1 
6018,Wisconsin,55,270074,2340,29.7 
6019,Alaska,2,19194,79,26.2 
6020,Arizona,4,257384,6147,33.0 
6021,California,6,972821,17964,22.9 
6022,Connecticut,9,78125,4671,18.9 
6023,District of Columbia,11,17891,654,18.5 
6024,Indiana,18,208243,4592,35.9 
6025,Iowa,19,150639,1842,34.2 
6026,Kansas,20,99671,1166,32.4 
6027,Kentucky,21,122021,1640,43.4 
6028,Louisiana,22,191715,6016,46.9 
6029,Maryland,24,153198,4201,28.0 
6030,Minnesota,27,175008,2679,23.5 
6031,Mississippi,28,125885,3433,49.7 
6032,Nebraska,31,82395,715,31.1 
6033,New Jersey,34,254382,16425,22.7 
6034,New York,36,530354,33287,23.1 
6035,North Carolina,37,291563,4629,42.1 
6036,Ohio,39,245727,5506,32.0 
6037,Oklahoma,40,136258,1438,46.5 
6038,South Carolina,45,184742,4015,42.0 
6039,Utah,49,130238,658,30.3 
6040,Vermont,50,2347,59,16.7 
6041,West Virginia,54,27742,502,46.1 
6042,Wisconsin,55,277568,2385,29.7 
6043,Alaska,2,19712,79,26.2 
6044,Arizona,4,259299,6164,33.0 
6045,California,6,978861,17975,22.9 
6046,Connecticut,9,78125,4671,18.9 
6047,District of Columbia,11,18001,654,18.5 
6048,Indiana,18,212895,4629,35.9 
6049,Iowa,19,155583,1845,34.2 
6050,Kansas,20,99805,1166,32.4 
6051,Kentucky,21,123195,1641,43.4 
6052,Louisiana,22,192981,6036,46.9 
6053,Maryland,24,154451,4212,28.0 
6054,Minnesota,27,180916,2710,23.5 
6055,Mississippi,28,126689,3443,49.7 
6056,Nebraska,31,83969,715,31.1 
6057,New Jersey,34,256395,16429,22.7 
6058,New York,36,533784,33314,23.1 
6059,North Carolina,37,293431,4630,42.1 
6060,Ohio,39,250268,5517,32.0 
6061,Oklahoma,40,136258,1438,46.5 
6062,South Carolina,45,185688,4036,42.0 
6063,Utah,49,132621,659,30.3 
6064,Vermont,50,2392,59,16.7 
6065,West Virginia,54,28404,502,46.1 
6066,Wisconsin,55,281910,2396,29.7 
6067,Alaska,2,20185,79,26.2 
6068,Arizona,4,260646,6164,33.0 
6069,California,6,985623,18035,22.9 
6070,Connecticut,9,81463,4698,18.9 
6071,District of Columbia,11,18087,655,18.5 
6072,Indiana,18,217028,4664,35.9 
6073,Iowa,19,159910,1872,34.2 
6074,Kansas,20,105298,1181,32.4 
6075,Kentucky,21,125332,1655,43.4 
6076,Louisiana,22,193372,6048,46.9 
6077,Maryland,24,155824,4221,28.0 
6078,Minnesota,27,184842,2729,23.5 
6079,Mississippi,28,127205,3443,49.7 
6080,Nebraska,31,85551,719,31.1 
6081,New Jersey,34,258453,16440,22.7 
6082,New York,36,536933,33343,23.1 
6083,North Carolina,37,295105,4638,42.1 
6084,Ohio,39,254974,5524,32.0 
6085,Oklahoma,40,138455,1444,46.5 
6086,South Carolina,45,186391,4041,42.0 
6087,Utah,49,134868,661,30.3 
6088,Vermont,50,2415,59,16.7 
6089,West Virginia,54,28805,530,46.1 
6090,Wisconsin,55,286446,2421,29.7 
6091,Alaska,2,20715,87,26.2 
6092,Arizona,4,263445,6198,33.0 
6093,California,6,994366,18073,22.9 
6094,Connecticut,9,82987,4707,18.9 
6095,District of Columbia,11,18173,657,18.5 
6096,Indiana,18,221894,4731,35.9 
6097,Iowa,19,163827,1898,34.2 
6098,Kansas,20,105760,1181,32.4 
6099,Kentucky,21,127472,1674,43.4 
6100,Louisiana,22,194702,6058,46.9 
6101,Maryland,24,157149,4233,28.0 
6102,Minnesota,27,189735,2752,23.5 
6103,Mississippi,28,128138,3480,49.7 
6104,Nebraska,31,87743,745,31.1 
6105,New Jersey,34,262230,16461,22.7 
6106,New York,36,540897,33373,23.1 
6107,North Carolina,37,298089,4685,42.1 
6108,Ohio,39,261482,5547,32.0 
6109,Oklahoma,40,140157,1451,46.5 
6110,South Carolina,45,187738,4062,42.0 
6111,Utah,49,137523,672,30.3 
6112,Vermont,50,2462,59,16.7 
6113,West Virginia,54,29316,546,46.1 
6114,Wisconsin,55,293862,2497,29.7 
6115,Alaska,2,21211,90,26.2 
6116,Arizona,4,265195,6228,33.0 
6117,California,6,999516,18109,22.9 
6118,Connecticut,9,84741,4716,18.9 
6119,District of Columbia,11,18379,657,18.5 
6120,Indiana,18,226935,4762,35.9 
6121,Iowa,19,168457,1927,34.2 
6122,Kansas,20,110977,1215,32.4 
6123,Kentucky,21,130308,1689,43.4 
6124,Louisiana,22,194702,6058,46.9 
6125,Maryland,24,158836,4249,28.0 
6126,Minnesota,27,194626,2810,23.5 
6127,Mississippi,28,129394,3497,49.7 
6128,Nebraska,31,89977,745,31.1 
6129,New Jersey,34,265295,16476,22.7 
6130,New York,36,545718,33398,23.1 
6131,North Carolina,37,300725,4723,42.1 
6132,Ohio,39,267356,5623,32.0 
6133,Oklahoma,40,142334,1470,46.5 
6134,South Carolina,45,188995,4076,42.0 
6135,Utah,49,139815,678,30.3 
6136,Vermont,50,2535,59,16.7 
6137,West Virginia,54,30201,553,46.1 
6138,Wisconsin,55,301349,2562,29.7 
6139,Alaska,2,21689,90,26.2 
6140,Arizona,4,266644,6240,33.0 
6141,California,6,1009216,18141,22.9 
6142,Connecticut,9,85899,4726,18.9 
6143,District of Columbia,11,18507,657,18.5 
6144,Indiana,18,233540,4813,35.9 
6145,Iowa,19,173401,1947,34.2 
6146,Kansas,20,111503,1215,32.4 
6147,Kentucky,21,132686,1702,43.4 
6148,Louisiana,22,198531,6097,46.9 
6149,Maryland,24,160311,4261,28.0 
6150,Minnesota,27,201851,2849,23.5 
6151,Mississippi,28,130665,3514,49.7 
6152,Nebraska,31,92737,772,31.1 
6153,New Jersey,34,268787,16495,22.7 
6154,New York,36,550516,33424,23.1 
6155,North Carolina,37,303931,4730,42.1 
6156,Ohio,39,274457,5658,32.0 
6157,Oklahoma,40,144691,1481,46.5 
6158,South Carolina,45,190490,4084,42.0 
6159,Utah,49,143639,689,30.3 
6160,Vermont,50,2651,59,16.7 
6161,West Virginia,54,30897,555,46.1 
6162,Wisconsin,55,309605,2626,29.7 
6163,Alaska,2,22282,91,26.2 
6164,Arizona,4,270596,6257,33.0 
6165,California,6,1019080,18218,22.9 
6166,Connecticut,9,88645,4737,18.9 
6167,District of Columbia,11,18666,657,18.5 
6168,Indiana,18,239139,4863,35.9 
6169,Iowa,19,178890,1972,34.2 
6170,Kansas,20,117282,1256,32.4 
6171,Kentucky,21,135855,1729,43.4 
6172,Louisiana,22,201981,6121,46.9 
6173,Maryland,24,162181,4273,28.0 
6174,Minnesota,27,207395,2895,23.5 
6175,Mississippi,28,131970,3519,49.7 
6176,Nebraska,31,95010,794,31.1 
6177,New Jersey,34,272184,16522,22.7 
6178,New York,36,555917,33452,23.1 
6179,North Carolina,37,306498,4749,42.1 
6180,Ohio,39,282528,5700,32.0 
6181,Oklahoma,40,147358,1493,46.5 
6182,South Carolina,45,192101,4101,42.0 
6183,Utah,49,146155,703,30.3 
6184,Vermont,50,2743,59,16.7 
6185,West Virginia,54,31639,565,46.1 
6186,Wisconsin,55,318023,2694,29.7 
6187,Alaska,2,23029,92,26.2 
6188,Arizona,4,273400,6300,33.0 
6189,California,6,1027044,18254,22.9 
6190,Connecticut,9,88645,4737,18.9 
6191,District of Columbia,11,18814,658,18.5 
6192,Indiana,18,247466,4888,35.9 
6193,Iowa,19,183557,1985,34.2 
6194,Kansas,20,117728,1256,32.4 
6195,Kentucky,21,138854,1739,43.4 
6196,Louisiana,22,201981,6121,46.9 
6197,Maryland,24,164239,4293,28.0 
6198,Minnesota,27,216084,2930,23.5 
6199,Mississippi,28,133340,3540,49.7 
6200,Nebraska,31,96834,795,31.1 
6201,New Jersey,34,276537,16548,22.7 
6202,New York,36,561308,33477,23.1 
6203,North Carolina,37,309703,4783,42.1 
6204,Ohio,39,290243,5714,32.0 
6205,Oklahoma,40,150205,1516,46.5 
6206,South Carolina,45,194014,4110,42.0 
6207,Utah,49,151141,712,30.3 
6208,Vermont,50,2843,59,16.7 
6209,West Virginia,54,32792,574,46.1 
6210,Wisconsin,55,323604,2748,29.7 
6211,Alaska,2,23688,92,26.2 
6212,Arizona,4,275523,6302,33.0 
6213,California,6,1036008,18265,22.9 
6214,Connecticut,9,88645,4737,18.9 
6215,District of Columbia,11,18977,660,18.5 
6216,Indiana,18,254172,4910,35.9 
6217,Iowa,19,186314,1989,34.2 
6218,Kansas,20,117851,1256,32.4 
6219,Kentucky,21,140267,1742,43.4 
6220,Louisiana,22,204513,6132,46.9 
6221,Maryland,24,166317,4302,28.0 
6222,Minnesota,27,223637,2961,23.5 
6223,Mississippi,28,134309,3543,49.7 
6224,Nebraska,31,98161,796,31.1 
6225,New Jersey,34,281075,16566,22.7 
6226,New York,36,564952,33508,23.1 
6227,North Carolina,37,312406,4830,42.1 
6228,Ohio,39,298096,5722,32.0 
6229,Oklahoma,40,154128,1528,46.5 
6230,South Carolina,45,195507,4112,42.0 
6231,Utah,49,153808,718,30.3 
6232,Vermont,50,2889,59,16.7 
6233,West Virginia,54,33659,582,46.1 
6234,Wisconsin,55,329924,2759,29.7 
6235,Alaska,2,24268,92,26.2 
6236,Arizona,4,277179,6302,33.0 
6237,California,6,1047390,18304,22.9 
6238,Connecticut,9,93284,4759,18.9 
6239,District of Columbia,11,19064,660,18.5 
6240,Indiana,18,259318,4936,35.9 
6241,Iowa,19,189597,2023,34.2 
6242,Kansas,20,124697,1266,32.4 
6243,Kentucky,21,142277,1750,43.4 
6244,Louisiana,22,205059,6139,46.9 
6245,Maryland,24,168041,4309,28.0 
6246,Minnesota,27,231074,2973,23.5 
6247,Mississippi,28,134898,3545,49.7 
6248,Nebraska,31,101707,810,31.1 
6249,New Jersey,34,283294,16580,22.7 
6250,New York,36,568450,33540,23.1 
6251,North Carolina,37,315314,4843,42.1 
6252,Ohio,39,305364,5742,32.0 
6253,Oklahoma,40,156857,1538,46.5 
6254,South Carolina,45,196617,4143,42.0 
6255,Utah,49,155779,725,30.3 
6256,Vermont,50,3008,59,16.7 
6257,West Virginia,54,34460,585,46.1 
6258,Wisconsin,55,334640,2775,29.7 
6259,Alaska,2,24909,94,26.2 
6260,Arizona,4,281284,6320,33.0 
6261,California,6,1058123,18360,22.9 
6262,Connecticut,9,94986,4771,18.9 
6263,District of Columbia,11,19309,660,18.5 
6264,Indiana,18,264810,5025,35.9 
6265,Iowa,19,193196,2064,34.2 
6266,Kansas,20,125668,1266,32.4 
6267,Kentucky,21,145220,1787,43.4 
6268,Louisiana,22,207685,6156,46.9 
6269,Maryland,24,170193,4335,28.0 
6270,Minnesota,27,237005,2999,23.5 
6271,Mississippi,28,135803,3581,49.7 
6272,Nebraska,31,103805,832,31.1 
6273,New Jersey,34,287320,16618,22.7 
6274,New York,36,573544,33576,23.1 
6275,North Carolina,37,318537,4881,42.1 
6276,Ohio,39,312443,5772,32.0 
6277,Oklahoma,40,158408,1544,46.5 
6278,South Carolina,45,197900,4156,42.0 
6279,Utah,49,159006,734,30.3 
6280,Vermont,50,3104,59,16.7 
6281,West Virginia,54,35324,598,46.1 
6282,Wisconsin,55,342155,2876,29.7 
6283,Alaska,2,25454,94,26.2 
6284,Arizona,4,284554,6365,33.0 
6285,California,6,1069544,18467,22.9 
6286,Connecticut,9,97028,4784,18.9 
6287,District of Columbia,11,19465,665,18.5 
6288,Indiana,18,270847,5084,35.9 
6289,Iowa,19,197532,2102,34.2 
6290,Kansas,20,131051,1326,32.4 
6291,Kentucky,21,148069,1816,43.4 
6292,Louisiana,22,209914,6184,46.9 
6293,Maryland,24,172204,4351,28.0 
6294,Minnesota,27,242099,3066,23.5 
6295,Mississippi,28,137396,3601,49.7 
6296,Nebraska,31,106617,842,31.1 
6297,New Jersey,34,291374,16655,22.7 
6298,New York,36,578826,33607,23.1 
6299,North Carolina,37,322258,4927,42.1 
6300,Ohio,39,318828,5827,32.0 
6301,Oklahoma,40,161425,1570,46.5 
6302,South Carolina,45,199447,4182,42.0 
6303,Utah,49,162091,742,30.3 
6304,Vermont,50,3161,60,16.7 
6305,West Virginia,54,36277,612,46.1 
6306,Wisconsin,55,350665,2939,29.7 
6307,Alaska,2,25946,95,26.2 
6308,Arizona,4,288807,6384,33.0 
6309,California,6,1082705,18555,22.9 
6310,Connecticut,9,99381,4805,18.9 
6311,District of Columbia,11,19678,667,18.5 
6312,Indiana,18,278142,5143,35.9 
6313,Iowa,19,201572,2127,34.2 
6314,Kansas,20,131408,1326,32.4 
6315,Kentucky,21,151706,1843,43.4 
6316,Louisiana,22,211966,6199,46.9 
6317,Maryland,24,175092,4372,28.0 
6318,Minnesota,27,249962,3138,23.5 
6319,Mississippi,28,138791,3619,49.7 
6320,Nebraska,31,109325,866,31.1 
6321,New Jersey,34,295556,16689,22.7 
6322,New York,36,584128,33648,23.1 
6323,North Carolina,37,325658,4968,42.1 
6324,Ohio,39,326615,5890,32.0 
6325,Oklahoma,40,164340,1588,46.5 
6326,South Carolina,45,201160,4201,42.0 
6327,Utah,49,166040,758,30.3 
6328,Vermont,50,3310,61,16.7 
6329,West Virginia,54,37399,623,46.1 
6330,Wisconsin,55,358113,3021,29.7 
6331,Alaska,2,26403,95,26.2 
6332,Arizona,4,292880,6427,33.0 
6333,California,6,1096427,18649,22.9 
6334,Connecticut,9,101469,4828,18.9 
6335,District of Columbia,11,19808,669,18.5 
6336,Indiana,18,284960,5206,35.9 
6337,Iowa,19,205918,2159,34.2 
6338,Kansas,20,137224,1410,32.4 
6339,Kentucky,21,155625,1862,43.4 
6340,Louisiana,22,216709,6233,46.9 
6341,Maryland,24,177239,4398,28.0 
6342,Minnesota,27,256756,3206,23.5 
6343,Mississippi,28,140429,3642,49.7 
6344,Nebraska,31,111915,925,31.1 
6345,New Jersey,34,299182,16712,22.7 
6346,New York,36,589605,33696,23.1 
6347,North Carolina,37,330021,5012,42.1 
6348,Ohio,39,335423,5955,32.0 
6349,Oklahoma,40,167261,1603,46.5 
6350,South Carolina,45,203161,4231,42.0 
6351,Utah,49,170644,776,30.3 
6352,Vermont,50,3459,62,16.7 
6353,West Virginia,54,38480,639,46.1 
6354,Wisconsin,55,365190,3106,29.7 
6355,Alaska,2,27079,95,26.2 
6356,Arizona,4,296997,6459,33.0 
6357,California,6,1109869,18709,22.9 
6358,Connecticut,9,101469,4828,18.9 
6359,District of Columbia,11,19961,670,18.5 
6360,Indiana,18,291838,5246,35.9 
6361,Iowa,19,209203,2191,34.2 
6362,Kansas,20,137295,1411,32.4 
6363,Kentucky,21,159035,1886,43.4 
6364,Louisiana,22,216709,6233,46.9 
6365,Maryland,24,180125,4415,28.0 
6366,Minnesota,27,263008,3257,23.5 
6367,Mississippi,28,142401,3657,49.7 
6368,Nebraska,31,113225,933,31.1 
6369,New Jersey,34,303851,16746,22.7 
6370,New York,36,595581,33737,23.1 
6371,North Carolina,37,333074,5035,42.1 
6372,Ohio,39,343286,5984,32.0 
6373,Oklahoma,40,170924,1624,46.5 
6374,South Carolina,45,205018,4274,42.0 
6375,Utah,49,173987,789,30.3 
6376,Vermont,50,3546,63,16.7 
6377,West Virginia,54,39598,658,46.1 
6378,Wisconsin,55,372219,3155,29.7 
6379,Alaska,2,27629,97,26.2 
6380,Arizona,4,299698,6464,33.0 
6381,California,6,1118673,18726,22.9 
6382,Connecticut,9,101469,4828,18.9 
6383,District of Columbia,11,20151,670,18.5 
6384,Indiana,18,298021,5305,35.9 
6385,Iowa,19,211664,2202,34.2 
6386,Kansas,20,137530,1410,32.4 
6387,Kentucky,21,161222,1887,43.4 
6388,Louisiana,22,220192,6260,46.9 
6389,Maryland,24,182482,4434,28.0 
6390,Minnesota,27,270213,3297,23.5 
6391,Mississippi,28,143180,3676,49.7 
6392,Nebraska,31,114061,937,31.1 
6393,New Jersey,34,307819,16761,22.7 
6394,New York,36,600967,33767,23.1 
6395,North Carolina,37,336983,5062,42.1 
6396,Ohio,39,351419,5996,32.0 
6397,Oklahoma,40,174330,1634,46.5 
6398,South Carolina,45,206295,4283,42.0 
6399,Utah,49,177176,793,30.3 
6400,Vermont,50,3629,63,16.7 
6401,West Virginia,54,40478,662,46.1 
6402,Wisconsin,55,376238,3162,29.7 
6403,Alaska,2,28128,97,26.2 
6404,Arizona,4,303188,6465,33.0 
6405,California,6,1136498,18768,22.9 
6406,Connecticut,9,106740,4871,18.9 
6407,District of Columbia,11,20290,672,18.5 
6408,Indiana,18,303575,5332,35.9 
6409,Iowa,19,214792,2222,34.2 
6410,Kansas,20,144831,1462,32.4 
6411,Kentucky,21,163767,1906,43.4 
6412,Louisiana,22,221160,6284,46.9 
6413,Maryland,24,184140,4448,28.0 
6414,Minnesota,27,276556,3321,23.5 
6415,Mississippi,28,143879,3676,49.7 
6416,Nebraska,31,116434,962,31.1 
6417,New Jersey,34,311400,16772,22.7 
6418,New York,36,606878,33804,23.1 
6419,North Carolina,37,339672,5076,42.1 
6420,Ohio,39,363304,6020,32.0 
6421,Oklahoma,40,177874,1649,46.5 
6422,South Carolina,45,207552,4288,42.0 
6423,Utah,49,179420,799,30.3 
6424,Vermont,50,3714,63,16.7 
6425,West Virginia,54,41114,667,46.1 
6426,Wisconsin,55,379693,3175,29.7 
6427,Alaska,2,28708,110,26.2 
6428,Arizona,4,307943,6515,33.0 
6429,California,6,1153032,18875,22.9 
6430,Connecticut,9,107280,4881,18.9 
6431,District of Columbia,11,20409,673,18.5 
6432,Indiana,18,309218,5435,35.9 
6433,Iowa,19,217786,2271,34.2 
6434,Kansas,20,145272,1456,32.4 
6435,Kentucky,21,166478,1938,43.4 
6436,Louisiana,22,224403,6323,46.9 
6437,Maryland,24,185812,4481,28.0 
6438,Minnesota,27,282972,3359,23.5 
6439,Mississippi,28,144544,3729,49.7 
6440,Nebraska,31,117929,985,31.1 
6441,New Jersey,34,315675,16819,22.7 
6442,New York,36,611756,33847,23.1 
6443,North Carolina,37,343566,5114,42.1 
6444,Ohio,39,371908,6118,32.0 
6445,Oklahoma,40,180610,1664,46.5 
6446,South Carolina,45,209230,4313,42.0 
6447,Utah,49,182121,810,30.3 
6448,Vermont,50,3762,64,16.7 
6449,West Virginia,54,42083,682,46.1 
6450,Wisconsin,55,386441,3295,29.7 
6451,Alaska,2,29386,110,26.2 
6452,Arizona,4,311727,6529,33.0 
6453,California,6,1167176,18982,22.9 
6454,Connecticut,9,109152,4926,18.9 
6455,District of Columbia,11,20516,677,18.5 
6456,Indiana,18,315212,5498,35.9 
6457,Iowa,19,221288,2312,34.2 
6458,Kansas,20,150515,1503,32.4 
6459,Kentucky,21,169822,1975,43.4 
6460,Louisiana,22,225638,6350,46.9 
6461,Maryland,24,188509,4518,28.0 
6462,Minnesota,27,289362,3434,23.5 
6463,Mississippi,28,145636,3745,49.7 
6464,Nebraska,31,120459,1008,31.1 
6465,New Jersey,34,319734,16886,22.7 
6466,New York,36,618023,33890,23.1 
6467,North Carolina,37,348102,5177,42.1 
6468,Ohio,39,382743,6274,32.0 
6469,Oklahoma,40,184342,1680,46.5 
6470,South Carolina,45,210905,4317,42.0 
6471,Utah,49,183960,834,30.3 
6472,Vermont,50,3827,64,16.7 
6473,West Virginia,54,43050,695,46.1 
6474,Wisconsin,55,392443,3363,29.7 
6475,Alaska,2,29940,113,26.2 
6476,Arizona,4,314326,6568,33.0 
6477,California,6,1176159,19025,22.9 
6478,Connecticut,9,109152,4926,18.9 
6479,District of Columbia,11,20736,677,18.5 
6480,Indiana,18,321595,5561,35.9 
6481,Iowa,19,223323,2349,34.2 
6482,Kansas,20,150522,1503,32.4 
