,state,fips,cases,deaths,employed-sugar-intake-daily
6483,Kentucky,21,170081,1983,43.4 
6484,Louisiana,22,225638,6350,46.9 
6485,Maryland,24,190635,4547,28.0 
6486,Minnesota,27,289362,3434,23.5 
6487,Mississippi,28,147382,3763,49.7 
6488,Nebraska,31,123124,1011,31.1 
6489,New Jersey,34,324207,16925,22.7 
6490,New York,36,624961,33959,23.1 
6491,North Carolina,37,348148,5177,42.1 
6492,Ohio,39,382743,6274,32.0 
6493,Oklahoma,40,184342,1680,46.5 
6494,South Carolina,45,210905,4317,42.0 
6495,Utah,49,184382,834,30.3 
6496,Vermont,50,3827,64,16.7 
6497,West Virginia,54,44180,712,46.1 
6498,Wisconsin,55,398104,3431,29.7 
6499,Alaska,2,30612,113,26.2 
6500,Arizona,4,318695,6588,33.0 
6501,California,6,1193089,19100,22.9 
6502,Connecticut,9,112581,4961,18.9 
6503,District of Columbia,11,20937,677,18.5 
6504,Indiana,18,327234,5594,35.9 
6505,Iowa,19,225065,2360,34.2 
6506,Kansas,20,155245,1529,32.4 
6507,Kentucky,21,174684,2009,43.4 
6508,Louisiana,22,230602,6391,46.9 
6509,Maryland,24,193205,4569,28.0 
6510,Minnesota,27,295060,3535,23.5 
6511,Mississippi,28,148387,3769,49.7 
6512,Nebraska,31,124664,1017,31.1 
6513,New Jersey,34,328302,16942,22.7 
6514,New York,36,633140,34004,23.1 
6515,North Carolina,37,355664,5240,42.1 
6516,Ohio,39,399808,6346,32.0 
6517,Oklahoma,40,187567,1704,46.5 
6518,South Carolina,45,213120,4346,42.0 
6519,Utah,49,190044,849,30.3 
6520,Vermont,50,4005,67,16.7 
6521,West Virginia,54,45046,712,46.1 
6522,Wisconsin,55,399557,3444,29.7 
6523,Alaska,2,31279,115,26.2 
6524,Arizona,4,322774,6624,33.0 
6525,California,6,1206296,19132,22.9 
6526,Connecticut,9,112581,4961,18.9 
6527,District of Columbia,11,21308,678,18.5 
6528,Indiana,18,331725,5663,35.9 
6529,Iowa,19,227181,2375,34.2 
6530,Kansas,20,155265,1529,32.4 
6531,Kentucky,21,177453,2028,43.4 
6532,Louisiana,22,230602,6391,46.9 
6533,Maryland,24,194603,4602,28.0 
6534,Minnesota,27,304082,3580,23.5 
6535,Mississippi,28,149940,3779,49.7 
6536,Nebraska,31,125820,1021,31.1 
6537,New Jersey,34,332104,16965,22.7 
6538,New York,36,639200,34049,23.1 
6539,North Carolina,37,358654,5249,42.1 
6540,Ohio,39,406703,6378,32.0 
6541,Oklahoma,40,193824,1717,46.5 
6542,South Carolina,45,214911,4346,42.0 
6543,Utah,49,192087,863,30.3 
6544,Vermont,50,4033,67,16.7 
6545,West Virginia,54,45845,718,46.1 
6546,Wisconsin,55,404999,3474,29.7 
6547,Alaska,2,31896,115,26.2 
6548,Arizona,4,325995,6635,33.0 
6549,California,6,1219511,19151,22.9 
6550,Connecticut,9,112581,4961,18.9 
6551,District of Columbia,11,21448,680,18.5 
6552,Indiana,18,336027,5685,35.9 
6553,Iowa,19,228690,2399,34.2 
6554,Kansas,20,155377,1529,32.4 
6555,Kentucky,21,180164,2039,43.4 
6556,Louisiana,22,232245,6407,46.9 
6557,Maryland,24,196727,4625,28.0 
6558,Minnesota,27,313028,3637,23.5 
6559,Mississippi,28,151785,3806,49.7 
6560,Nebraska,31,127022,1025,31.1 
6561,New Jersey,34,335943,16978,22.7 
6562,New York,36,645932,34101,23.1 
6563,North Carolina,37,362124,5279,42.1 
6564,Ohio,39,414432,6399,32.0 
6565,Oklahoma,40,195545,1736,46.5 
6566,South Carolina,45,216129,4353,42.0 
6567,Utah,49,193809,868,30.3 
6568,Vermont,50,4100,67,16.7 
6569,West Virginia,54,46997,729,46.1 
6570,Wisconsin,55,409054,3496,29.7 
6571,Alaska,2,32407,115,26.2 
6572,Arizona,4,327046,6640,33.0 
6573,California,6,1237238,19209,22.9 
6574,Connecticut,9,117295,5020,18.9 
6575,District of Columbia,11,21552,680,18.5 
6576,Indiana,18,341694,5723,35.9 
6577,Iowa,19,230634,2426,34.2 
6578,Kansas,20,160428,1560,32.4 
6579,Kentucky,21,183255,2065,43.4 
6580,Louisiana,22,232414,6420,46.9 
6581,Maryland,24,198710,4641,28.0 
6582,Minnesota,27,318822,3652,23.5 
6583,Mississippi,28,153270,3807,49.7 
6584,Nebraska,31,129043,1047,31.1 
6585,New Jersey,34,339133,16993,22.7 
6586,New York,36,652748,34150,23.1 
6587,North Carolina,37,364968,5296,42.1 
6588,Ohio,39,421063,6429,32.0 
6589,Oklahoma,40,197745,1743,46.5 
6590,South Carolina,45,217487,4381,42.0 
6591,Utah,49,195744,871,30.3 
6592,Vermont,50,4172,69,16.7 
6593,West Virginia,54,47842,735,46.1 
6594,Wisconsin,55,411730,3504,29.7 
6595,Alaska,2,32911,116,26.2 
6596,Arizona,4,338254,6692,33.0 
6597,California,6,1253905,19327,22.9 
6598,Connecticut,9,118754,5040,18.9 
6599,District of Columbia,11,21685,685,18.5 
6600,Indiana,18,347097,5864,35.9 
6601,Iowa,19,233062,2449,34.2 
6602,Kansas,20,160718,1560,32.4 
6603,Kentucky,21,187285,2097,43.4 
6604,Louisiana,22,237740,6455,46.9 
6605,Maryland,24,201479,4673,28.0 
6606,Minnesota,27,322371,3674,23.5 
6607,Mississippi,28,154411,3836,49.7 
6608,Nebraska,31,130796,1092,31.1 
6609,New Jersey,34,343739,17083,22.7 
6610,New York,36,660041,34222,23.1 
6611,North Carolina,37,368615,5322,42.1 
6612,Ohio,39,430093,6548,32.0 
6613,Oklahoma,40,199482,1758,46.5 
6614,South Carolina,45,218912,4404,42.0 
6615,Utah,49,198260,890,30.3 
6616,Vermont,50,4239,72,16.7 
6617,West Virginia,54,48818,758,46.1 
6618,Wisconsin,55,416365,3628,29.7 
6619,Alaska,2,33614,116,26.2 
6620,Arizona,4,342925,6755,33.0 
6621,California,6,1272079,19440,22.9 
6622,Connecticut,9,121426,5091,18.9 
6623,District of Columbia,11,21842,690,18.5 
6624,Indiana,18,353722,5973,35.9 
6625,Iowa,19,236159,2518,34.2 
6626,Kansas,20,164981,1679,32.4 
6627,Kentucky,21,191067,2124,43.4 
6628,Louisiana,22,241335,6501,46.9 
6629,Maryland,24,203672,4715,28.0 
6630,Minnesota,27,327536,3751,23.5 
6631,Mississippi,28,156868,3851,49.7 
6632,Nebraska,31,133139,1139,31.1 
6633,New Jersey,34,348042,17145,22.7 
6634,New York,36,669016,34286,23.1 
6635,North Carolina,37,372525,5406,42.1 
6636,Ohio,39,437928,6671,32.0 
6637,Oklahoma,40,202341,1812,46.5 
6638,South Carolina,45,220835,4444,42.0 
6639,Utah,49,202220,906,30.3 
6640,Vermont,50,4461,74,16.7 
6641,West Virginia,54,49905,778,46.1 
6642,Wisconsin,55,420930,3715,29.7 
6643,Alaska,2,34377,124,26.2 
6644,Arizona,4,348134,6834,33.0 
6645,California,6,1293937,19586,22.9 
6646,Connecticut,9,126177,5111,18.9 
6647,District of Columbia,11,22164,692,18.5 
6648,Indiana,18,362182,6033,35.9 
6649,Iowa,19,238722,2603,34.2 
6650,Kansas,20,165613,1679,32.4 
6651,Kentucky,21,194851,2185,43.4 
6652,Louisiana,22,244078,6524,46.9 
6653,Maryland,24,205716,4764,28.0 
6654,Minnesota,27,333685,3843,23.5 
6655,Mississippi,28,159036,3879,49.7 
6656,Nebraska,31,135123,1180,31.1 
6657,New Jersey,34,352835,17209,22.7 
6658,New York,36,678869,34346,23.1 
6659,North Carolina,37,378370,5454,42.1 
6660,Ohio,39,446859,6753,32.0 
6661,Oklahoma,40,204048,1836,46.5 
6662,South Carolina,45,223063,4466,42.0 
6663,Utah,49,206255,918,30.3 
6664,Vermont,50,4642,75,16.7 
6665,West Virginia,54,51025,789,46.1 
6666,Wisconsin,55,426534,3781,29.7 
6667,Alaska,2,35138,135,26.2 
6668,Arizona,4,355054,6885,33.0 
6669,California,6,1318188,19791,22.9 
6670,Connecticut,9,127715,5146,18.9 
6671,District of Columbia,11,22480,693,18.5 
6672,Indiana,18,370091,6122,35.9 
6673,Iowa,19,241531,2665,34.2 
6674,Kansas,20,171513,1786,32.4 
6675,Kentucky,21,198506,2216,43.4 
6676,Louisiana,22,247177,6548,46.9 
6677,Maryland,24,209512,4790,28.0 
6678,Minnesota,27,339032,3904,23.5 
6679,Mississippi,28,161516,3916,49.7 
6680,Nebraska,31,136968,1205,31.1 
6681,New Jersey,34,358498,17255,22.7 
6682,New York,36,690143,34409,23.1 
6683,North Carolina,37,384165,5505,42.1 
6684,Ohio,39,456963,6882,32.0 
6685,Oklahoma,40,208875,1860,46.5 
6686,South Carolina,45,226013,4496,42.0 
6687,Utah,49,209258,926,30.3 
6688,Vermont,50,4763,77,16.7 
6689,West Virginia,54,52172,799,46.1 
6690,Wisconsin,55,432217,3847,29.7 
6691,Alaska,2,36083,136,26.2 
6692,Arizona,4,361186,6940,33.0 
6693,California,6,1343193,19876,22.9 
6694,Connecticut,9,127715,5146,18.9 
6695,District of Columbia,11,22872,695,18.5 
6696,Indiana,18,377790,6207,35.9 
6697,Iowa,19,243385,2682,34.2 
6698,Kansas,20,171626,1786,32.4 
6699,Kentucky,21,202135,2241,43.4 
6700,Louisiana,22,247177,6548,46.9 
6701,Maryland,24,212545,4820,28.0 
6702,Minnesota,27,345340,3979,23.5 
6703,Mississippi,28,163458,3949,49.7 
6704,Nebraska,31,139103,1208,31.1 
6705,New Jersey,34,363822,17306,22.7 
6706,New York,36,700902,34488,23.1 
6707,North Carolina,37,388760,5547,42.1 
6708,Ohio,39,467432,6947,32.0 
6709,Oklahoma,40,213245,1874,46.5 
6710,South Carolina,45,229235,4517,42.0 
6711,Utah,49,212844,939,30.3 
6712,Vermont,50,4894,79,16.7 
6713,West Virginia,54,53572,829,46.1 
6714,Wisconsin,55,437918,3938,29.7 
6715,Alaska,2,36847,136,26.2 
6716,Arizona,4,364276,6950,33.0 
6717,California,6,1371985,19937,22.9 
6718,Connecticut,9,127715,5146,18.9 
6719,District of Columbia,11,23136,697,18.5 
6720,Indiana,18,384391,6242,35.9 
6721,Iowa,19,244689,2717,34.2 
6722,Kansas,20,171635,1786,32.4 
6723,Kentucky,21,204772,2250,43.4 
6724,Louisiana,22,251123,6584,46.9 
6725,Maryland,24,215348,4846,28.0 
6726,Minnesota,27,350921,4043,23.5 
6727,Mississippi,28,164931,3961,49.7 
6728,Nebraska,31,140318,1219,31.1 
6729,New Jersey,34,369852,17321,22.7 
6730,New York,36,710612,34552,23.1 
6731,North Carolina,37,395020,5578,42.1 
6732,Ohio,39,475024,6960,32.0 
6733,Oklahoma,40,216486,1896,46.5 
6734,South Carolina,45,232099,4566,42.0 
6735,Utah,49,215407,939,30.3 
6736,Vermont,50,5015,79,16.7 
6737,West Virginia,54,54997,838,46.1 
6738,Wisconsin,55,441067,3956,29.7 
6739,Alaska,2,37350,139,26.2 
6740,Arizona,4,366364,6950,33.0 
6741,California,6,1399239,20052,22.9 
6742,Connecticut,9,135844,5224,18.9 
6743,District of Columbia,11,23319,701,18.5 
6744,Indiana,18,390048,6284,35.9 
6745,Iowa,19,245985,2723,34.2 
6746,Kansas,20,177389,1856,32.4 
6747,Kentucky,21,207043,2276,43.4 
6748,Louisiana,22,252136,6607,46.9 
6749,Maryland,24,217647,4865,28.0 
6750,Minnesota,27,356211,4064,23.5 
6751,Mississippi,28,166194,3961,49.7 
6752,Nebraska,31,141918,1251,31.1 
6753,New Jersey,34,373415,17336,22.7 
6754,New York,36,718991,34637,23.1 
6755,North Carolina,37,399796,5598,42.1 
6756,Ohio,39,484297,7023,32.0 
6757,Oklahoma,40,218389,1911,46.5 
6758,South Carolina,45,234652,4579,42.0 
6759,Utah,49,217638,949,30.3 
6760,Vermont,50,5080,81,16.7 
6761,West Virginia,54,56128,841,46.1 
6762,Wisconsin,55,443415,3979,29.7 
6763,Alaska,2,37923,139,26.2 
6764,Arizona,4,379662,6985,33.0 
6765,California,6,1425501,20238,22.9 
6766,Connecticut,9,138258,5242,18.9 
6767,District of Columbia,11,23589,701,18.5 
6768,Indiana,18,395449,6410,35.9 
6769,Iowa,19,246237,2915,34.2 
6770,Kansas,20,177780,1856,32.4 
6771,Kentucky,21,210232,2328,43.4 
6772,Louisiana,22,254562,6652,46.9 
6773,Maryland,24,220279,4916,28.0 
6774,Minnesota,27,359262,4086,23.5 
6775,Mississippi,28,167926,4017,49.7 
6776,Nebraska,31,143328,1295,31.1 
6777,New Jersey,34,378891,17426,22.7 
6778,New York,36,728010,34723,23.1 
6779,North Carolina,37,404520,5642,42.1 
6780,Ohio,39,510018,7103,32.0 
6781,Oklahoma,40,220686,1922,46.5 
6782,South Carolina,45,236954,4585,42.0 
6783,Utah,49,219971,972,30.3 
6784,Vermont,50,5180,85,16.7 
6785,West Virginia,54,57060,870,46.1 
6786,Wisconsin,55,448009,4059,29.7 
6787,Alaska,2,38510,143,26.2 
6788,Arizona,4,384241,7081,33.0 
6789,California,6,1457273,20466,22.9 
6790,Connecticut,9,140548,5285,18.9 
6791,District of Columbia,11,23854,704,18.5 
6792,Indiana,18,401219,6506,35.9 
6793,Iowa,19,248782,3017,34.2 
6794,Kansas,20,183404,1941,32.4 
6795,Kentucky,21,212997,2359,43.4 
6796,Louisiana,22,258914,6684,46.9 
6797,Maryland,24,222971,4962,28.0 
6798,Minnesota,27,363778,4168,23.5 
6799,Mississippi,28,170672,4041,49.7 
6800,Nebraska,31,144755,1311,31.1 
6801,New Jersey,34,383354,17542,22.7 
6802,New York,36,738947,34799,23.1 
6803,North Carolina,37,412140,5704,42.1 
6804,Ohio,39,520112,7187,32.0 
6805,Oklahoma,40,222993,1945,46.5 
6806,South Carolina,45,239444,4612,42.0 
6807,Utah,49,222545,995,30.3 
6808,Vermont,50,5285,86,16.7 
6809,West Virginia,54,58462,901,46.1 
6810,Wisconsin,55,452180,4149,29.7 
6811,Alaska,2,39146,148,26.2 
6812,Arizona,4,390047,7173,33.0 
6813,California,6,1491132,20636,22.9 
6814,Connecticut,9,142979,5327,18.9 
6815,District of Columbia,11,24098,708,18.5 
6816,Indiana,18,407755,6603,35.9 
6817,Iowa,19,251027,3116,34.2 
6818,Kansas,20,183750,1941,32.4 
6819,Kentucky,21,217112,2387,43.4 
6820,Louisiana,22,261329,6724,46.9 
6821,Maryland,24,226173,5012,28.0 
6822,Minnesota,27,367277,4257,23.5 
6823,Mississippi,28,172955,4083,49.7 
6824,Nebraska,31,146456,1358,31.1 
6825,New Jersey,34,388474,17608,22.7 
6826,New York,36,749204,34884,23.1 
6827,North Carolina,37,417951,5752,42.1 
6828,Ohio,39,531850,7298,32.0 
6829,Oklahoma,40,225453,1980,46.5 
6830,South Carolina,45,241686,4627,42.0 
6831,Utah,49,225946,1016,30.3 
6832,Vermont,50,5413,89,16.7 
6833,West Virginia,54,59695,921,46.1 
6834,Wisconsin,55,456889,4216,29.7 
6835,Alaska,2,39773,151,26.2 
6836,Arizona,4,398150,7250,33.0 
6837,California,6,1528237,20854,22.9 
6838,Connecticut,9,146761,5363,18.9 
6839,District of Columbia,11,24357,709,18.5 
6840,Indiana,18,414961,6673,35.9 
6841,Iowa,19,253612,3193,34.2 
6842,Kansas,20,188610,2072,32.4 
6843,Kentucky,21,220898,2416,43.4 
6844,Louisiana,22,264191,6767,46.9 
6845,Maryland,24,228792,5064,28.0 
6846,Minnesota,27,371027,4351,23.5 
6847,Mississippi,28,175282,4124,49.7 
6848,Nebraska,31,147727,1377,31.1 
6849,New Jersey,34,392124,17662,22.7 
6850,New York,36,759765,34983,23.1 
6851,North Carolina,37,424991,5791,42.1 
6852,Ohio,39,542209,7426,32.0 
6853,Oklahoma,40,229353,2007,46.5 
6854,South Carolina,45,245226,4673,42.0 
6855,Utah,49,228146,1027,30.3 
6856,Vermont,50,5541,93,16.7 
6857,West Virginia,54,60637,938,46.1 
6858,Wisconsin,55,461367,4272,29.7 
6859,Alaska,2,40293,169,26.2 
6860,Arizona,4,405656,7340,33.0 
6861,California,6,1554920,20958,22.9 
6862,Connecticut,9,146761,5363,18.9 
6863,District of Columbia,11,24643,713,18.5 
6864,Indiana,18,422368,6758,35.9 
6865,Iowa,19,255009,3208,34.2 
6866,Kansas,20,188610,2072,32.4 
6867,Kentucky,21,224155,2446,43.4 
6868,Louisiana,22,264191,6767,46.9 
6869,Maryland,24,232172,5100,28.0 
6870,Minnesota,27,375457,4418,23.5 
6871,Mississippi,28,177947,4180,49.7 
6872,Nebraska,31,148467,1395,31.1 
6873,New Jersey,34,398364,17732,22.7 
6874,New York,36,770804,35074,23.1 
6875,North Carolina,37,430325,5831,42.1 
6876,Ohio,39,553461,7477,32.0 
6877,Oklahoma,40,233336,2042,46.5 
6878,South Carolina,45,248798,4685,42.0 
6879,Utah,49,231821,1039,30.3 
6880,Vermont,50,5626,95,16.7 
6881,West Virginia,54,62151,966,46.1 
6882,Wisconsin,55,465991,4329,29.7 
6883,Alaska,2,40934,169,26.2 
6884,Arizona,4,408646,7357,33.0 
6885,California,6,1590726,21043,22.9 
6886,Connecticut,9,146761,5363,18.9 
6887,District of Columbia,11,24874,715,18.5 
6888,Indiana,18,428275,6805,35.9 
6889,Iowa,19,256249,3209,34.2 
6890,Kansas,20,188660,2072,32.4 
6891,Kentucky,21,226604,2453,43.4 
6892,Louisiana,22,268613,6818,46.9 
6893,Maryland,24,234975,5117,28.0 
6894,Minnesota,27,378882,4503,23.5 
6895,Mississippi,28,179447,4199,49.7 
6896,Nebraska,31,149695,1399,31.1 
6897,New Jersey,34,402518,17751,22.7 
6898,New York,36,780831,35198,23.1 
6899,North Carolina,37,436655,5855,42.1 
6900,Ohio,39,562727,7492,32.0 
6901,Oklahoma,40,237668,2064,46.5 
6902,South Carolina,45,252206,4739,42.0 
6903,Utah,49,233904,1055,30.3 
6904,Vermont,50,5753,95,16.7 
6905,West Virginia,54,63217,968,46.1 
6906,Wisconsin,55,468956,4344,29.7 
6907,Alaska,2,41363,169,26.2 
6908,Arizona,4,420459,7358,33.0 
6909,California,6,1620916,21196,22.9 
6910,Connecticut,9,153992,5444,18.9 
6911,District of Columbia,11,25038,716,18.5 
6912,Indiana,18,433242,6840,35.9 
6913,Iowa,19,256902,3269,34.2 
6914,Kansas,20,193109,2109,32.4 
6915,Kentucky,21,228668,2472,43.4 
6916,Louisiana,22,269643,6845,46.9 
6917,Maryland,24,237215,5142,28.0 
6918,Minnesota,27,381900,4521,23.5 
6919,Mississippi,28,181095,4204,49.7 
6920,Nebraska,31,150322,1442,31.1 
6921,New Jersey,34,407316,17775,22.7 
6922,New York,36,789815,35288,23.1 
6923,North Carolina,37,441721,5899,42.1 
6924,Ohio,39,570602,7551,32.0 
6925,Oklahoma,40,239767,2072,46.5 
6926,South Carolina,45,254776,4751,42.0 
6927,Utah,49,235872,1065,30.3 
6928,Vermont,50,5857,96,16.7 
6929,West Virginia,54,64394,978,46.1 
6930,Wisconsin,55,471285,4359,29.7 
6931,Alaska,2,41645,172,26.2 
6932,Arizona,4,427121,7428,33.0 
6933,California,6,1655166,21483,22.9 
6934,Connecticut,9,155462,5466,18.9 
6935,District of Columbia,11,25339,720,18.5 
6936,Indiana,18,437513,6968,35.9 
6937,Iowa,19,258253,3337,34.2 
6938,Kansas,20,193555,2109,32.4 
6939,Kentucky,21,231287,2499,43.4 
6940,Louisiana,22,272276,6895,46.9 
6941,Maryland,24,239694,5206,28.0 
6942,Minnesota,27,384223,4542,23.5 
6943,Mississippi,28,183300,4252,49.7 
6944,Nebraska,31,151901,1464,31.1 
6945,New Jersey,34,411282,17872,22.7 
6946,New York,36,799551,35425,23.1 
6947,North Carolina,37,447303,5926,42.1 
6948,Ohio,39,579357,7654,32.0 
6949,Oklahoma,40,241991,2086,46.5 
6950,South Carolina,45,257320,4756,42.0 
6951,Utah,49,237787,1078,30.3 
6952,Vermont,50,5923,100,16.7 
6953,West Virginia,54,65708,1012,46.1 
6954,Wisconsin,55,475340,4412,29.7 
6955,Alaska,2,42256,174,26.2 
6956,Arizona,4,431330,7558,33.0 
6957,California,6,1716108,21881,22.9 
6958,Connecticut,9,157781,5506,18.9 
6959,District of Columbia,11,25602,720,18.5 
6960,Indiana,18,443734,7101,35.9 
6961,Iowa,19,260784,3354,34.2 
6962,Kansas,20,197903,2253,32.4 
6963,Kentucky,21,234207,2529,43.4 
6964,Louisiana,22,275545,6933,46.9 
6965,Maryland,24,242057,5270,28.0 
6966,Minnesota,27,386471,4634,23.5 
6967,Mississippi,28,185643,4294,49.7 
6968,Nebraska,31,153244,1472,31.1 
6969,New Jersey,34,416983,18003,22.7 
6970,New York,36,808929,35522,23.1 
6971,North Carolina,37,453628,6030,42.1 
6972,Ohio,39,584766,7777,32.0 
6973,Oklahoma,40,245229,2128,46.5 
6974,South Carolina,45,260119,4800,42.0 
6975,Utah,49,240715,1102,30.3 
6976,Vermont,50,6009,105,16.7 
6977,West Virginia,54,66849,1039,46.1 
6978,Wisconsin,55,478162,4499,29.7 
6979,Alaska,2,42639,176,26.2 
6980,Arizona,4,438514,7711,33.0 
6981,California,6,1761430,22155,22.9 
6982,Connecticut,9,160102,5552,18.9 
6983,District of Columbia,11,25830,725,18.5 
6984,Indiana,18,450074,7180,35.9 
6985,Iowa,19,262210,3451,34.2 
6986,Kansas,20,198189,2253,32.4 
6987,Kentucky,21,237160,2575,43.4 
6988,Louisiana,22,279321,6964,46.9 
6989,Maryland,24,244247,5319,28.0 
6990,Minnesota,27,389230,4717,23.5 
6991,Mississippi,28,187904,4320,49.7 
6992,Nebraska,31,154425,1482,31.1 
6993,New Jersey,34,421238,18080,22.7 
6994,New York,36,819427,35647,23.1 
6995,North Carolina,37,458739,6120,42.1 
6996,Ohio,39,596178,7894,32.0 
6997,Oklahoma,40,248204,2144,46.5 
6998,South Carolina,45,262774,4843,42.0 
6999,Utah,49,243918,1126,30.3 
7000,Vermont,50,6149,105,16.7 
7001,West Virginia,54,68485,1071,46.1 
7002,Wisconsin,55,482443,4566,29.7 
7003,Alaska,2,43132,176,26.2 
7004,Arizona,4,444038,7819,33.0 
7005,California,6,1809673,22496,22.9 
7006,Connecticut,9,162782,5581,18.9 
7007,District of Columbia,11,26104,728,18.5 
7008,Indiana,18,456028,7265,35.9 
7009,Iowa,19,264729,3451,34.2 
7010,Kansas,20,203646,2341,32.4 
7011,Kentucky,21,240345,2618,43.4 
7012,Louisiana,22,282434,6994,46.9 
7013,Maryland,24,246816,5358,28.0 
7014,Minnesota,27,391948,4782,23.5 
7015,Mississippi,28,190411,4354,49.7 
7016,Nebraska,31,155764,1500,31.1 
7017,New Jersey,34,425134,18124,22.7 
7018,New York,36,832033,35775,23.1 
7019,North Carolina,37,468195,6172,42.1 
7020,Ohio,39,605862,7967,32.0 
7021,Oklahoma,40,251760,2161,46.5 
7022,South Carolina,45,267076,4872,42.0 
7023,Utah,49,246562,1140,30.3 
7024,Vermont,50,6243,107,16.7 
7025,West Virginia,54,69751,1091,46.1 
7026,Wisconsin,55,486364,4635,29.7 
7027,Alaska,2,43468,177,26.2 
7028,Arizona,4,450807,7956,33.0 
7029,California,6,1847031,22651,22.9 
7030,Connecticut,9,162782,5581,18.9 
7031,District of Columbia,11,26342,730,18.5 
7032,Indiana,18,460766,7338,35.9 
7033,Iowa,19,266959,3533,34.2 
7034,Kansas,20,203650,2341,32.4 
7035,Kentucky,21,243047,2637,43.4 
7036,Louisiana,22,282434,6994,46.9 
7037,Maryland,24,248924,5412,28.0 
7038,Minnesota,27,394694,4839,23.5 
7039,Mississippi,28,192111,4390,49.7 
7040,Nebraska,31,156433,1505,31.1 
7041,New Jersey,34,429325,18173,22.7 
7042,New York,36,841946,35897,23.1 
7043,North Carolina,37,473691,6222,42.1 
7044,Ohio,39,614429,8031,32.0 
7045,Oklahoma,40,255868,2189,46.5 
7046,South Carolina,45,270537,4895,42.0 
7047,Utah,49,248970,1148,30.3 
7048,Vermont,50,6343,108,16.7 
7049,West Virginia,54,71215,1122,46.1 
7050,Wisconsin,55,490679,4724,29.7 
7051,Alaska,2,43649,176,26.2 
7052,Arizona,4,453601,7971,33.0 
7053,California,6,1889914,22736,22.9 
7054,Connecticut,9,162782,5581,18.9 
7055,District of Columbia,11,26601,737,18.5 
7056,Indiana,18,467258,7404,35.9 
7057,Iowa,19,267329,3589,34.2 
7058,Kansas,20,203674,2341,32.4 
7059,Kentucky,21,244784,2665,43.4 
7060,Louisiana,22,286145,7042,46.9 
7061,Maryland,24,251069,5448,28.0 
7062,Minnesota,27,397378,4909,23.5 
7063,Mississippi,28,194333,4409,49.7 
7064,Nebraska,31,157171,1515,31.1 
7065,New Jersey,34,434500,18194,22.7 
7066,New York,36,851400,36017,23.1 
7067,North Carolina,37,479875,6259,42.1 
7068,Ohio,39,622806,8047,32.0 
7069,Oklahoma,40,260838,2212,46.5 
7070,South Carolina,45,273406,4935,42.0 
7071,Utah,49,250964,1155,30.3 
7072,Vermont,50,6443,111,16.7 
7073,West Virginia,54,72342,1128,46.1 
7074,Wisconsin,55,492724,4745,29.7 
7075,Alaska,2,43801,176,26.2 
7076,Arizona,4,461345,7972,33.0 
7077,California,6,1933169,22980,22.9 
7078,Connecticut,9,167377,5676,18.9 
7079,District of Columbia,11,26740,742,18.5 
7080,Indiana,18,471124,7438,35.9 
7081,Iowa,19,268736,3589,34.2 
7082,Kansas,20,207933,2448,32.4 
7083,Kentucky,21,247243,2701,43.4 
7084,Louisiana,22,287261,7107,46.9 
7085,Maryland,24,253345,5471,28.0 
7086,Minnesota,27,399370,4931,23.5 
7087,Mississippi,28,195500,4411,49.7 
7088,Nebraska,31,158119,1540,31.1 
7089,New Jersey,34,437671,18223,22.7 
7090,New York,36,860856,36147,23.1 
7091,North Carolina,37,484513,6285,42.1 
7092,Ohio,39,629354,8122,32.0 
7093,Oklahoma,40,263434,2218,46.5 
7094,South Carolina,45,275733,4962,42.0 
